;Minsupport Relativ;6%
;Minsupport Absolut;30.00
Regel;;Name: ;angenehmes Tempo; Id: ;0; Support: ;50;relativer Support;10%
Regel;;Name: ;Anschauungsmaterial / Vorführungen; Id: ;1; Support: ;80;relativer Support;16%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;282;relativer Support;56.4%
Regel;;Name: ;Arbeitsmaterialien (Skript. Lehrbuch); Id: ;3; Support: ;102;relativer Support;20.4%
Regel;;Name: ;Diskussionen in Präsenzlehre; Id: ;4; Support: ;53;relativer Support;10.6%
Regel;;Name: ;eigenes Interesse am Thema; Id: ;5; Support: ;33;relativer Support;6.6%
Regel;;Name: ;Engagement des Dozenten; Id: ;7; Support: ;46;relativer Support;9.2%
Regel;;Name: ;Erreichbarkeit des Dozenten; Id: ;8; Support: ;30;relativer Support;6%
Regel;;Name: ;Fachkompetenz des Dozenten; Id: ;9; Support: ;35;relativer Support;7%
Regel;;Name: ;Humor des Dozenten; Id: ;11; Support: ;36;relativer Support;7.2%
Regel;;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;155;relativer Support;31%
Regel;;Name: ;Lockerheit des Dozenten; Id: ;14; Support: ;66;relativer Support;13.2%
Regel;;Name: ;logischer Aufbau der Lehrveranstaltung; Id: ;15; Support: ;31;relativer Support;6.2%
Regel;;Name: ;Offenheit des Dozenten für Studierende; Id: ;16; Support: ;106;relativer Support;21.2%
Regel;;Name: ;Partizipation / Mitsprache der Studierenden; Id: ;17; Support: ;45;relativer Support;9%
Regel;;Name: ;Prüfungsvorbereitung / -schwerpunkte; Id: ;18; Support: ;31;relativer Support;6.2%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;158;relativer Support;31.6%
Regel;;Name: ;strukturiertes Skript; Id: ;21; Support: ;52;relativer Support;10.4%
Regel;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;70;relativer Support;14%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;107;relativer Support;21.4%
Regel;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;72;relativer Support;14.4%
Regel;;Name: ;Teilnahme an Übung (Veranstaltungsform); Id: ;25; Support: ;40;relativer Support;8%
Regel;;Name: ;Teilnahme an Vorlesung; Id: ;26; Support: ;33;relativer Support;6.6%
Regel;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;240;relativer Support;48%
Regel;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;155;relativer Support;31%
Regel;;Name: ;Visualisierungen; Id: ;30; Support: ;143;relativer Support;28.6%
Regel;;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;91;relativer Support;18.2%
Regel;;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;64;relativer Support;12.8%
Regel;;Name: ;Ausfall von Lehrveranstaltungen; Id: ;35; Support: ;32;relativer Support;6.4%
Regel;;Name: ;Demotivierung / Einschüchterung der Studierenden; Id: ;36; Support: ;46;relativer Support;9.2%
Regel;;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;83;relativer Support;16.6%
Regel;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;115;relativer Support;23%
Regel;;Name: ;fehlende / zu wenige Lehrinhalte; Id: ;39; Support: ;70;relativer Support;14%
Regel;;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;70;relativer Support;14%
Regel;;Name: ;geringes Engagement des Dozenten; Id: ;41; Support: ;73;relativer Support;14.6%
Regel;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;212;relativer Support;42.4%
Regel;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;120;relativer Support;24%
Regel;;Name: ;keine (vollständigen) Arbeitsmaterialien; Id: ;46; Support: ;65;relativer Support;13%
Regel;;Name: ;keine geforderte Aktivität der Studierenden; Id: ;48; Support: ;32;relativer Support;6.4%
Regel;;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;125;relativer Support;25%
Regel;;Name: ;schlechte Passung zu anderen Lehrveranstaltungen; Id: ;52; Support: ;49;relativer Support;9.8%
Regel;;Name: ;schwaches eigenes Engagement; Id: ;53; Support: ;75;relativer Support;15%
Regel;;Name: ;späte Bereitstellung der Unterlagen; Id: ;54; Support: ;75;relativer Support;15%
Regel;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;110;relativer Support;22%
Regel;;Name: ;ungünstige Veranstaltungszeit; Id: ;56; Support: ;72;relativer Support;14.4%
Regel;;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;47;relativer Support;9.4%
Regel;;Name: ;unübersichtliche / Überfüllte Visualisierung; Id: ;58; Support: ;76;relativer Support;15.2%
Regel;;Name: ;angenehmes Tempo; Id: ;0; Support: ;45. ;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%;folgt: ;;Name: ;angenehmes Tempo; Id: ;0; Support: ;45;mit einer Confidence von;90.0%
aus: ;;Name: ;Partizipation / Mitsprache der Studierenden; Id: ;17; Support: ;30;relativer Support;6%;folgt: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;30;mit einer Confidence von;25.0%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;40. ;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;40;relativer Support;8%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;40;relativer Support;8%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;40;mit einer Confidence von;25.316455700000002%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;40;relativer Support;8%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;40;mit einer Confidence von;37.38317757%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;51. ;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;51;relativer Support;10.2%
aus: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;51;relativer Support;10.2%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;51;mit einer Confidence von;32.27848101%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;51;relativer Support;10.2%;folgt: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;51;mit einer Confidence von;70.83333333%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;80. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;80;relativer Support;16%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;80;relativer Support;16%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;80;mit einer Confidence von;50.632911390000004%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;80;relativer Support;16%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;80;mit einer Confidence von;33.333333329999995%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;45. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;45;relativer Support;9%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;45;relativer Support;9%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;45;mit einer Confidence von;28.481012659999998%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;45;relativer Support;9%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;45;mit einer Confidence von;29.03225806%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;43. ;Name: ;Visualisierungen; Id: ;30; Support: ;43;relativer Support;8.6%
aus: ;;Name: ;Visualisierungen; Id: ;30; Support: ;43;relativer Support;8.6%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;43;mit einer Confidence von;27.21518987%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;43;relativer Support;8.6%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;43;mit einer Confidence von;30.06993007%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;33. ;Name: ;Demotivierung / Einschüchterung der Studierenden; Id: ;36; Support: ;33;relativer Support;6.6%
aus: ;;Name: ;Demotivierung / Einschüchterung der Studierenden; Id: ;36; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;33;mit einer Confidence von;20.88607595%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;Demotivierung / Einschüchterung der Studierenden; Id: ;36; Support: ;33;mit einer Confidence von;71.73913043%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;36. ;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;36;relativer Support;7.2%
aus: ;;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;36;mit einer Confidence von;22.78481013%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;36;mit einer Confidence von;43.37349398%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;60. ;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;60;relativer Support;12%
aus: ;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;60;relativer Support;12%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;60;mit einer Confidence von;37.97468354%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;60;relativer Support;12%;folgt: ;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;60;mit einer Confidence von;52.173913039999995%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;42. ;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;42;relativer Support;8.4%
aus: ;;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;42;relativer Support;8.4%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;42;mit einer Confidence von;26.58227848%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;42;relativer Support;8.4%;folgt: ;;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;42;mit einer Confidence von;60.0%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;40. ;Name: ;geringes Engagement des Dozenten; Id: ;41; Support: ;40;relativer Support;8%
aus: ;;Name: ;geringes Engagement des Dozenten; Id: ;41; Support: ;40;relativer Support;8%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;40;mit einer Confidence von;25.316455700000002%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;40;relativer Support;8%;folgt: ;;Name: ;geringes Engagement des Dozenten; Id: ;41; Support: ;40;mit einer Confidence von;54.79452055%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;91. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;91;relativer Support;18.2%
aus: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;91;relativer Support;18.2%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;91;mit einer Confidence von;57.59493671%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;91;relativer Support;18.2%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;91;mit einer Confidence von;42.9245283%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;41. ;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;41;relativer Support;8.2%
aus: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;41;relativer Support;8.2%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;41;mit einer Confidence von;25.949367089999996%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;41;relativer Support;8.2%;folgt: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;41;mit einer Confidence von;34.16666667%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;37. ;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;37;relativer Support;7.4%
aus: ;;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;37;mit einer Confidence von;23.41772152%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;37;mit einer Confidence von;29.599999999999998%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;32. ;Name: ;schwaches eigenes Engagement; Id: ;53; Support: ;32;relativer Support;6.4%
aus: ;;Name: ;schwaches eigenes Engagement; Id: ;53; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;32;mit einer Confidence von;20.253164560000002%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;schwaches eigenes Engagement; Id: ;53; Support: ;32;mit einer Confidence von;42.66666667%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;32. ;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;relativer Support;6.4%
aus: ;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;32;mit einer Confidence von;20.253164560000002%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;mit einer Confidence von;29.09090909%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;34. ;Name: ;ungünstige Veranstaltungszeit; Id: ;56; Support: ;34;relativer Support;6.8%
aus: ;;Name: ;ungünstige Veranstaltungszeit; Id: ;56; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;34;mit einer Confidence von;21.518987340000002%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;ungünstige Veranstaltungszeit; Id: ;56; Support: ;34;mit einer Confidence von;47.22222222%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;30. ;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;30;relativer Support;6%
aus: ;;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;30;relativer Support;6%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;30;mit einer Confidence von;18.98734177%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;30;relativer Support;6%;folgt: ;;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;30;mit einer Confidence von;63.82978723%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;44. ;Name: ;unübersichtliche / Überfüllte Visualisierung; Id: ;58; Support: ;44;relativer Support;8.8%
aus: ;;Name: ;unübersichtliche / Überfüllte Visualisierung; Id: ;58; Support: ;44;relativer Support;8.8%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;44;mit einer Confidence von;27.848101269999997%
aus: ;;Name: ;Selbststudium; Id: ;20; Support: ;44;relativer Support;8.8%;folgt: ;;Name: ;unübersichtliche / Überfüllte Visualisierung; Id: ;58; Support: ;44;mit einer Confidence von;57.89473684000001%
Regel;;Name: ;strukturiertes Skript; Id: ;21; Support: ;30. ;Name: ;Visualisierungen; Id: ;30; Support: ;30;relativer Support;6%
aus: ;;Name: ;Visualisierungen; Id: ;30; Support: ;30;relativer Support;6%;folgt: ;;Name: ;strukturiertes Skript; Id: ;21; Support: ;30;mit einer Confidence von;57.69230769%
aus: ;;Name: ;strukturiertes Skript; Id: ;21; Support: ;30;relativer Support;6%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;30;mit einer Confidence von;20.979020979999998%
Regel;;Name: ;strukturiertes Skript; Id: ;21; Support: ;33. ;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;33;relativer Support;6.6%
aus: ;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;strukturiertes Skript; Id: ;21; Support: ;33;mit einer Confidence von;63.46153846%
aus: ;;Name: ;strukturiertes Skript; Id: ;21; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;33;mit einer Confidence von;30.0%
Regel;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;35. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;relativer Support;7%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;relativer Support;7%;folgt: ;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;35;mit einer Confidence von;50.0%
aus: ;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;35;relativer Support;7%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;mit einer Confidence von;14.58333333%
Regel;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;35. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;35;relativer Support;7%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;35;relativer Support;7%;folgt: ;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;35;mit einer Confidence von;50.0%
aus: ;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;35;relativer Support;7%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;35;mit einer Confidence von;22.580645160000003%
Regel;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;30. ;Name: ;späte Bereitstellung der Unterlagen; Id: ;54; Support: ;30;relativer Support;6%
aus: ;;Name: ;späte Bereitstellung der Unterlagen; Id: ;54; Support: ;30;relativer Support;6%;folgt: ;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;30;mit einer Confidence von;42.85714286%
aus: ;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;30;relativer Support;6%;folgt: ;;Name: ;späte Bereitstellung der Unterlagen; Id: ;54; Support: ;30;mit einer Confidence von;40.0%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;47. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;47;relativer Support;9.4%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;47;relativer Support;9.4%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;47;mit einer Confidence von;43.92523364%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;47;relativer Support;9.4%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;47;mit einer Confidence von;19.58333333%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;31. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;relativer Support;6.2%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;31;mit einer Confidence von;28.971962620000003%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;mit einer Confidence von;20.0%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;47. ;Name: ;Visualisierungen; Id: ;30; Support: ;47;relativer Support;9.4%
aus: ;;Name: ;Visualisierungen; Id: ;30; Support: ;47;relativer Support;9.4%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;47;mit einer Confidence von;43.92523364%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;47;relativer Support;9.4%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;47;mit einer Confidence von;32.86713287%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;33. ;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;33;relativer Support;6.6%
aus: ;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;33;mit einer Confidence von;30.8411215%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;33;mit einer Confidence von;28.695652170000002%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;36. ;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;36;relativer Support;7.2%
aus: ;;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;36;mit einer Confidence von;33.64485981%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;36;mit einer Confidence von;51.428571430000005%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;53. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;53;relativer Support;10.6%
aus: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;53;relativer Support;10.6%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;53;mit einer Confidence von;49.532710279999996%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;53;relativer Support;10.6%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;53;mit einer Confidence von;25.0%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;31. ;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;relativer Support;6.2%
aus: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;31;mit einer Confidence von;28.971962620000003%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;mit einer Confidence von;25.833333330000002%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;42. ;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;42;relativer Support;8.4%
aus: ;;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;42;relativer Support;8.4%;folgt: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;42;mit einer Confidence von;39.25233645%
aus: ;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;42;relativer Support;8.4%;folgt: ;;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;42;mit einer Confidence von;33.6%
Regel;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;47. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;47;relativer Support;9.4%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;47;relativer Support;9.4%;folgt: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;47;mit einer Confidence von;65.27777778000001%
aus: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;47;relativer Support;9.4%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;47;mit einer Confidence von;19.58333333%
Regel;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;43. ;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;43;relativer Support;8.6%
aus: ;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;43;relativer Support;8.6%;folgt: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;43;mit einer Confidence von;59.72222222%
aus: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;43;relativer Support;8.6%;folgt: ;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;43;mit einer Confidence von;37.39130435%
Regel;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;45. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;45;relativer Support;9%
aus: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;45;relativer Support;9%;folgt: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;45;mit einer Confidence von;62.5%
aus: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;45;relativer Support;9%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;45;mit einer Confidence von;21.22641509%
Regel;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;31. ;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;31;relativer Support;6.2%
aus: ;;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;31;mit einer Confidence von;43.055555559999995%
aus: ;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;31;mit einer Confidence von;65.95744681%
Regel;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;63. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;63;relativer Support;12.6%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;63;relativer Support;12.6%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;63;mit einer Confidence von;26.25%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;63;relativer Support;12.6%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;63;mit einer Confidence von;40.64516129%
Regel;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;67. ;Name: ;Visualisierungen; Id: ;30; Support: ;67;relativer Support;13.4%
aus: ;;Name: ;Visualisierungen; Id: ;30; Support: ;67;relativer Support;13.4%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;67;mit einer Confidence von;27.91666667%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;67;relativer Support;13.4%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;67;mit einer Confidence von;46.85314685%
Regel;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;30. ;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;30;relativer Support;6%
aus: ;;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;30;relativer Support;6%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;30;mit einer Confidence von;12.5%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;30;relativer Support;6%;folgt: ;;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;30;mit einer Confidence von;32.96703297%
Regel;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;62. ;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;62;relativer Support;12.4%
